2.9148106899920064e-18, 0.000011151911913147617
3.152807708182272e-18, 0.000017358009750812922
3.4102374054353455e-18, 0.000026951339645898635
3.6886864781662606e-18, 0.00003906338493878375
3.9898711780359895e-18, 0.000056503289561499315
4.315647890258199e-18, 0.00008139660269061166
4.668024575635107e-18, 0.00011749637868280762
5.049173146845775e-18, 0.0001709957479016408
5.4614428552702865e-18, 0.00024784195557394154
5.907374770860414e-18, 0.0003592231719004411
6.389717444305542e-18, 0.0005185403375824407
6.911443848028595e-18, 0.0007454687378279742
7.475769700430554e-18, 0.0010695243291749127
8.269556599900023e-18, 0.0015692571800721548
8.944773628329829e-18, 0.0022971290899237422
9.4605700131898e-18, 0.003318235903200002
1.0100043535001686e-17, 0.004739363789850083
1.1068571227110475e-17, 0.007354938761376982
1.1972330416934842e-17, 0.01114262018699996
1.2949882389624678e-17, 0.015391301498960928
1.3825210925558418e-17, 0.021434136433891738
1.515095764974282e-17, 0.03242606860619931
1.5881530839478415e-17, 0.04873584521105979
1.7268394738069307e-17, 0.06473392084579914
1.843562685873401e-17, 0.08789828766988568
2.073903785721263e-17, 0.12949565132085142
2.287691807406221e-17, 0.19680504099210835
2.394868524205935e-17, 0.2945607162519759
2.6706988059095433e-17, 0.4597727235466049
2.838815216741121e-17, 0.6984926915240276
3.070607133484569e-17, 0.9182436829638029
